CustomerID,Recency,Frequency,Monetary,Segment
12521.0,142,1,599.68,Standard
12522.0,38,2,192.72,Standard
12523.0,18,23,4352.35,Top Clients
12524.0,8,17,11126.11,Top Clients
12525.0,497,3,973.73,Clients à risque
12526.0,0,3,1316.66,Standard
12527.0,81,5,735.51,Standard
12528.0,8,6,1933.48,Standard
12529.0,527,1,316.48,Clients à risque
12530.0,59,9,3759.26,Top Clients
12531.0,14,2,1933.2,Standard
12532.0,29,1,349.83000000000004,Standard
12533.0,627,2,1367.89,Clients à risque
12534.0,130,1,1089.18,Standard
12535.0,91,2,716.35,Standard
12536.0,42,3,12601.830000000002,Standard
12537.0,408,1,732.94,Clients à risque
12538.0,28,2,640.45,Standard
12539.0,21,7,11214.75,Standard
12540.0,19,33,22254.49,Top Clients
12541.0,29,3,981.18,Standard
12542.0,483,2,481.88,Clients à risque
12543.0,447,1,980.25,Clients à risque
12544.0,35,1,372.7,Standard
12545.0,74,2,1000.39,Standard
12546.0,46,2,1161.5,Standard
12547.0,197,3,383.58,Standard
12548.0,165,1,95.19999999999999,Standard
12549.0,575,6,1575.68,Clients à risque
12550.0,78,1,964.83,Standard
12551.0,357,1,168.0,Standard
12552.0,38,2,437.82,Standard
12553.0,7,12,4608.75,Top Clients
12554.0,448,1,468.5,Clients à risque
12555.0,681,1,129.23,Clients à risque
12556.0,49,2,599.56,Standard
12557.0,15,8,18096.14,Top Clients
12558.0,7,1,269.96,Standard
12559.0,310,2,561.71,Standard
12560.0,4,3,2134.01,Standard
12561.0,302,1,238.85,Standard
12562.0,7,9,4966.92,Top Clients
12563.0,408,1,249.24,Clients à risque
12564.0,260,1,456.90000000000003,Standard
12565.0,288,1,145.92000000000002,Standard
12566.0,85,1,351.65,Standard
12567.0,22,15,11767.48,Top Clients
12568.0,644,1,70.0,Clients à risque
12569.0,1,32,4124.6900000000005,Top Clients
12570.0,681,1,77.52,Clients à risque
12571.0,39,2,519.61,Standard
12572.0,8,2,1020.4200000000001,Standard
12573.0,226,5,717.41,Standard
12574.0,315,1,218.45000000000002,Standard
12575.0,456,2,622.82,Clients à risque
12576.0,35,8,2142.7200000000003,Standard
12577.0,34,8,1617.1,Standard
12578.0,20,4,4642.45,Standard
12579.0,77,1,440.42,Standard
12580.0,246,2,1052.9,Standard
12581.0,39,1,197.71,Standard
12582.0,238,4,1980.4,Standard
12583.0,2,27,13591.58,Top Clients
12584.0,3,9,2338.15,Top Clients
12585.0,233,2,2040.1,Standard
12586.0,16,4,2062.67,Standard
12587.0,7,1,144.0,Standard
12588.0,38,4,958.78,Standard
12589.0,28,8,4695.66,Top Clients
12590.0,210,2,9864.26,Standard
12591.0,316,3,1338.95,Standard
12592.0,91,5,2582.66,Standard
12593.0,108,3,418.1,Standard
12594.0,37,15,5090.110000000001,Top Clients
12595.0,504,1,299.02,Clients à risque
12596.0,50,2,618.27,Standard
12597.0,18,4,3811.22,Standard
12598.0,9,11,4534.09,Top Clients
12599.0,28,13,2296.72,Top Clients
12600.0,28,21,4967.42,Top Clients
12601.0,189,6,681.26,Standard
12602.0,58,1,153.12,Standard
12603.0,21,1,739.1999999999999,Standard
12604.0,78,2,254.18,Standard
12605.0,375,4,1232.95,Standard
12606.0,681,1,21.0,Clients à risque
12607.0,59,1,1579.51,Standard
12608.0,404,1,415.79,Clients à risque
12609.0,77,9,3435.86,Top Clients
12610.0,22,5,2099.54,Standard
12611.0,51,1,1193.32,Standard
12612.0,73,1,704.04,Standard
12613.0,56,10,6817.37,Top Clients
12614.0,277,1,315.6,Standard
12615.0,1,8,5740.9800000000005,Top Clients
12616.0,94,3,1131.1,Standard
12617.0,28,1,352.98,Standard
12618.0,21,1,177.31,Standard
12619.0,15,10,3781.38,Top Clients
12620.0,14,3,1339.41,Standard
12621.0,1,35,24311.2,Top Clients
12622.0,231,1,180.1,Standard
12623.0,275,7,3747.84,Standard
12624.0,105,2,641.13,Standard
12625.0,211,4,5164.88,Standard
12626.0,22,9,6620.4800000000005,Top Clients
12627.0,10,7,4478.53,Standard
12628.0,3,3,786.46,Standard
12629.0,385,2,1558.22,Clients à risque
12630.0,9,2,1270.88,Standard
12631.0,56,6,3481.57,Standard
12632.0,520,2,804.88,Clients à risque
12633.0,58,7,5678.16,Standard
12634.0,535,2,490.0,Clients à risque
12635.0,89,4,2930.41,Standard
12636.0,738,1,141.0,Clients à risque
12637.0,66,12,8283.81,Top Clients
12638.0,32,2,921.49,Standard
12639.0,238,3,1312.3700000000001,Standard
12640.0,23,3,1174.58,Standard
12641.0,114,1,185.9,Standard
12642.0,24,3,1013.26,Standard
12643.0,127,12,8304.82,Top Clients
12644.0,129,4,1918.49,Standard
12645.0,33,8,3539.3,Top Clients
12646.0,4,2,1346.97,Standard
12647.0,21,36,16955.55,Top Clients
12648.0,154,4,1112.0,Standard
12649.0,106,8,2294.65,Top Clients
12650.0,2,1,314.44,Standard
12651.0,334,4,377.75,Standard
12652.0,330,2,1017.0300000000001,Standard
12653.0,148,3,4160.83,Standard
12654.0,10,5,601.98,Standard
12655.0,423,1,261.35,Clients à risque
12656.0,16,8,6407.83,Top Clients
12657.0,10,4,1643.18,Standard
12658.0,18,1,686.05,Standard
12659.0,29,1,91.68,Standard
12660.0,10,1,245.10000000000002,Standard
12661.0,435,1,162.0,Clients à risque
12662.0,0,20,6726.54,Top Clients
12663.0,624,2,239.4,Clients à risque
12664.0,7,11,6070.04,Top Clients
12665.0,324,3,313.6,Standard
12666.0,393,1,1248.42,Clients à risque
12667.0,57,1,620.13,Standard
12668.0,11,10,11383.03,Top Clients
12669.0,150,3,2744.0299999999997,Standard
12670.0,9,7,3760.29,Standard
12671.0,605,1,2622.481,Clients à risque
12672.0,329,2,437.05,Standard
12673.0,4,3,1230.02,Standard
12674.0,38,4,1970.6,Standard
12675.0,553,2,957.25,Clients à risque
12676.0,24,11,2843.09,Top Clients
12677.0,554,2,395.1,Clients à risque
12678.0,41,21,34281.18,Top Clients
12679.0,58,4,1113.02,Standard
12680.0,0,4,880.81,Standard
12681.0,14,45,29834.760000000002,Top Clients
12682.0,3,52,22950.22,Top Clients
12683.0,3,21,11633.7,Top Clients
12684.0,7,7,2283.63,Standard
12685.0,27,6,2863.08,Standard
12686.0,371,1,89.14,Standard
12687.0,480,2,2138.91,Clients à risque
12688.0,113,1,4873.81,Standard
12689.0,25,2,1247.6100000000001,Standard
12690.0,205,1,389.01,Standard
12691.0,27,7,1170.4,Standard
12692.0,636,1,110.95,Clients à risque
12693.0,126,7,1703.02,Standard
12694.0,69,3,1843.35,Standard
12695.0,6,7,1407.1200000000001,Standard
12696.0,434,2,851.91,Clients à risque
12697.0,28,3,957.59,Standard
12698.0,589,1,339.75,Clients à risque
12699.0,417,1,638.11,Clients à risque
12700.0,7,4,4939.99,Standard
12701.0,79,6,2446.41,Standard
12702.0,19,1,219.0,Standard
12703.0,70,4,1006.53,Standard
12704.0,6,8,2340.84,Top Clients
12705.0,14,14,11762.1,Top Clients
12707.0,291,1,603.42,Standard
12708.0,29,18,5117.66,Top Clients
12709.0,14,34,30291.76,Top Clients
12710.0,96,3,1149.02,Standard
12711.0,611,2,1339.05,Clients à risque
12712.0,28,21,6723.03,Top Clients
12713.0,0,1,848.55,Standard
12714.0,8,12,14093.710000000001,Top Clients
12715.0,105,1,343.36,Standard
12716.0,3,2,1053.49,Standard
12717.0,150,3,1308.91,Standard
12718.0,70,1,238.25,Standard
12719.0,4,2,644.95,Standard
12720.0,2,30,7787.28,Top Clients
12721.0,31,8,4013.08,Top Clients
12722.0,84,4,997.63,Standard
12723.0,3,5,725.07,Standard
12724.0,4,7,2317.52,Standard
12725.0,370,4,2266.76,Standard
12726.0,27,11,4014.6,Top Clients
12727.0,10,10,5679.53,Top Clients
12728.0,70,5,1070.17,Standard
12729.0,113,1,453.01,Standard
12730.0,521,1,829.25,Clients à risque
12731.0,23,17,25775.71,Top Clients
12732.0,179,1,236.26000000000002,Standard
12733.0,233,4,2424.87,Standard
12734.0,352,3,639.65,Standard
12735.0,314,2,779.5699999999999,Standard
12736.0,332,1,234.0,Standard
12737.0,498,2,3710.5,Clients à risque
12738.0,371,1,155.35,Standard
12739.0,77,4,2726.73,Standard
12740.0,63,1,427.6,Standard
12741.0,528,2,406.07,Clients à risque
12742.0,625,1,1201.52,Clients à risque
12743.0,133,2,540.13,Standard
12744.0,51,11,25317.06,Top Clients
12745.0,486,3,925.41,Clients à risque
12746.0,540,1,254.55,Clients à risque
12747.0,1,26,8898.48,Top Clients
12748.0,0,336,53539.64,Top Clients
12749.0,3,9,6897.36,Top Clients
12750.0,128,1,275.88,Standard
12751.0,444,1,268.27,Clients à risque
12752.0,80,1,4366.78,Standard
12753.0,22,6,21429.39,Standard
12754.0,235,3,3010.74,Standard
12755.0,280,11,5236.26,Top Clients
12756.0,86,1,112.08,Standard
12757.0,15,13,7834.650000000001,Top Clients
12758.0,116,7,9903.24,Standard
12759.0,51,8,5020.74,Top Clients
12760.0,455,1,347.8,Clients à risque
12761.0,457,2,782.95,Clients à risque
12762.0,7,2,1898.52,Standard
12763.0,137,2,494.08,Standard
12764.0,316,1,1693.88,Standard
12765.0,471,6,1404.58,Clients à risque
12766.0,3,9,8918.99,Top Clients
12767.0,375,1,949.82,Standard
12768.0,450,1,168.69,Clients à risque
12769.0,238,1,1143.6,Standard
12770.0,210,2,3246.45,Standard
12771.0,485,1,282.3,Clients à risque
12772.0,59,1,892.47,Standard
12773.0,563,1,124.25,Clients à risque
12774.0,535,1,98.7,Clients à risque
12775.0,16,7,1686.1200000000001,Standard
12776.0,667,1,55.5,Clients à risque
12777.0,457,1,519.45,Clients à risque
12778.0,19,9,1775.68,Standard
12779.0,37,14,6474.11,Top Clients
12780.0,598,1,337.4,Clients à risque
12781.0,63,2,826.74,Standard
12782.0,4,11,4618.24,Top Clients
12783.0,1,6,2225.91,Standard
12784.0,8,3,1763.15,Standard
12785.0,363,3,1100.4,Standard
12786.0,609,1,728.5000000000001,Clients à risque
12787.0,9,4,862.1800000000001,Standard
12788.0,462,4,444.90000000000003,Clients à risque
12789.0,64,3,273.35,Standard
12790.0,191,2,591.85,Standard
12791.0,373,6,863.51,Standard
12792.0,256,2,827.01,Standard
12793.0,334,3,885.53,Standard
12794.0,52,2,860.41,Standard
12795.0,18,1,430.48,Standard
12796.0,627,1,381.0,Clients à risque
12797.0,365,2,552.08,Standard
12798.0,9,4,8510.93,Standard
12799.0,528,1,219.35,Clients à risque
12800.0,469,3,584.25,Clients à risque
12801.0,500,1,1071.82,Clients à risque
12802.0,186,7,2416.42,Standard
12803.0,392,1,1092.81,Clients à risque
12804.0,465,2,325.37,Clients à risque
12805.0,381,4,1434.95,Clients à risque
12806.0,434,4,2878.96,Clients à risque
12807.0,382,1,330.35,Clients à risque
12808.0,36,5,776.7,Standard
12809.0,177,3,1755.94,Standard
12810.0,534,2,534.99,Clients à risque
12811.0,260,5,1033.9,Standard
12812.0,44,1,229.64000000000001,Standard
12813.0,501,3,1687.8,Clients à risque
12814.0,101,1,125.92,Standard
12815.0,147,2,1063.46,Standard
12816.0,95,2,572.2,Standard
12817.0,280,3,690.98,Standard
12818.0,261,1,1542.08,Standard
12819.0,457,1,540.52,Clients à risque
12820.0,2,11,2689.52,Top Clients
12821.0,213,2,220.8,Standard
12822.0,70,2,948.88,Standard
12823.0,74,18,6501.5,Top Clients
12824.0,59,1,397.12,Standard
12825.0,520,2,518.63,Clients à risque
12826.0,2,12,2800.75,Top Clients
12827.0,5,3,430.15,Standard
12828.0,2,6,1018.71,Standard
12829.0,336,3,385.3,Standard
12830.0,37,6,6814.64,Standard
12831.0,261,3,451.11,Standard
12832.0,31,2,383.03000000000003,Standard
12833.0,144,1,417.38,Standard
12834.0,282,1,312.38,Standard
12835.0,427,41,5996.83,Clients à risque
12836.0,58,15,6559.7300000000005,Top Clients
12837.0,172,2,662.66,Standard
12838.0,33,10,2975.91,Top Clients
12839.0,2,26,9669.12,Top Clients
12840.0,143,7,4041.9700000000003,Standard
12841.0,4,40,6958.2,Top Clients
12842.0,69,4,1917.99,Standard
12843.0,65,30,6583.36,Top Clients
12844.0,28,4,648.6,Standard
12845.0,266,4,354.09000000000003,Standard
12846.0,681,1,15.58,Clients à risque
12847.0,21,2,1609.0,Standard
12848.0,675,1,208.0,Clients à risque
12849.0,30,6,3042.4700000000003,Standard
12850.0,445,1,330.0,Clients à risque
12851.0,96,2,280.76,Standard
12852.0,294,1,311.55,Standard
12853.0,134,11,3907.5,Top Clients
12854.0,78,7,2970.9700000000003,Standard
12855.0,372,4,612.84,Standard
12856.0,7,6,2170.78,Standard
12857.0,210,6,3688.0,Standard
12858.0,382,1,147.27,Clients à risque
12859.0,458,1,575.1,Clients à risque
12860.0,692,1,54.22,Clients à risque
12861.0,619,1,68.25,Clients à risque
12862.0,425,2,984.62,Clients à risque
12863.0,51,6,2792.55,Standard
12864.0,137,2,299.57,Standard
12865.0,25,4,3323.4700000000003,Standard
12866.0,282,3,1227.35,Standard
12867.0,25,13,7829.26,Top Clients
12868.0,185,8,2043.76,Standard
12869.0,681,1,337.66999999999996,Clients à risque
12870.0,374,3,1676.95,Standard
12871.0,83,3,744.02,Standard
12872.0,326,12,3283.96,Top Clients
12873.0,281,3,2027.3,Standard
12874.0,384,2,948.42,Clients à risque
12875.0,142,5,1356.9900000000002,Standard
12876.0,57,4,4081.79,Standard
12877.0,3,20,2942.14,Top Clients
12878.0,235,2,854.99,Standard
12879.0,44,3,573.22,Standard
12880.0,381,2,640.13,Clients à risque
12881.0,275,1,298.0,Standard
12882.0,8,2,1463.04,Standard
12883.0,24,4,703.47,Standard
12884.0,87,1,309.05,Standard
12885.0,62,3,1175.22,Standard
12886.0,67,2,1378.4,Standard
12887.0,383,1,222.4,Clients à risque
12888.0,213,2,354.12,Standard
12889.0,380,4,385.46000000000004,Clients à risque
12890.0,23,2,706.02,Standard
12891.0,185,11,840.5,Standard
12892.0,396,1,263.38,Clients à risque
12893.0,30,1,176.55,Standard
12894.0,574,1,157.35,Clients à risque
12895.0,41,2,372.8,Standard
12897.0,204,4,514.25,Standard
12898.0,463,2,296.21,Clients à risque
12899.0,413,1,366.4,Clients à risque
12900.0,421,1,340.33000000000004,Clients à risque
12901.0,8,28,17654.54,Top Clients
12902.0,264,1,138.68,Standard
12903.0,428,1,833.5300000000001,Clients à risque
12904.0,17,2,496.06,Standard
12905.0,576,2,1018.42,Clients à risque
12906.0,11,5,2919.81,Standard
12907.0,395,2,508.91,Clients à risque
12908.0,175,5,1776.0,Standard
12909.0,39,8,3103.19,Top Clients
12910.0,22,13,5796.52,Top Clients
12911.0,551,1,1651.72,Clients à risque
12912.0,2,5,1662.3,Standard
12913.0,4,13,6283.24,Top Clients
12914.0,400,1,223.98,Clients à risque
12915.0,148,4,975.1,Standard
12916.0,138,7,4479.73,Standard
12917.0,127,6,4359.2,Standard
12918.0,625,1,10953.5,Clients à risque
12919.0,7,6,1335.19,Standard
12920.0,16,4,486.64,Standard
12921.0,8,74,35233.24,Top Clients
12922.0,160,1,405.38,Standard
12923.0,63,3,770.42,Standard
12924.0,87,12,2469.4,Top Clients
12925.0,4,3,729.33,Standard
12926.0,410,4,1523.97,Clients à risque
12927.0,394,1,197.31,Clients à risque
12928.0,34,12,4304.89,Top Clients
12929.0,311,1,117.85,Standard
12930.0,77,2,415.8,Standard
12931.0,21,57,92347.34,Top Clients
12932.0,538,8,1698.56,Clients à risque
12933.0,23,8,1636.63,Standard
12934.0,736,1,181.65,Clients à risque
12935.0,1,15,4243.86,Top Clients
12936.0,16,4,1063.9,Standard
12937.0,14,9,3097.61,Top Clients
12938.0,25,1,114.14,Standard
12939.0,63,20,25264.8,Top Clients
12940.0,54,2,899.69,Standard
12941.0,723,1,377.49,Clients à risque
12942.0,130,3,675.6,Standard
12943.0,557,2,496.5,Clients à risque
12944.0,35,2,604.51,Standard
12945.0,287,2,900.11,Standard
12946.0,436,1,324.45,Clients à risque
12947.0,143,6,1603.99,Standard
12948.0,15,9,2317.43,Top Clients
12949.0,30,22,15526.7,Top Clients
12950.0,1,3,1843.0,Standard
12951.0,8,15,3213.7200000000003,Top Clients
12952.0,5,4,1387.79,Standard
12953.0,9,2,828.8100000000001,Standard
12954.0,638,1,162.45,Clients à risque
12955.0,0,11,4757.16,Top Clients
12956.0,305,4,521.89,Standard
12957.0,9,13,8706.97,Top Clients
12958.0,399,2,467.34,Clients à risque
12959.0,483,1,150.95,Clients à risque
12960.0,413,4,1322.0700000000002,Clients à risque
12961.0,378,1,211.99,Standard
12962.0,6,2,266.39,Standard
12963.0,7,12,3235.79,Top Clients
12964.0,436,1,132.24,Clients à risque
12965.0,88,1,769.8100000000001,Standard
12966.0,9,1,160.18,Standard
12967.0,357,3,2938.52,Standard
12968.0,111,1,135.95,Standard
12969.0,602,1,122.45,Clients à risque
12970.0,6,10,1453.6,Standard
12971.0,3,116,15704.6,Top Clients
12972.0,413,4,1161.2,Clients à risque
12973.0,413,1,385.55,Clients à risque
12974.0,197,2,408.95,Standard
12975.0,436,6,2100.09,Clients à risque
12976.0,211,8,3156.38,Top Clients
12977.0,155,4,513.88,Standard
12978.0,384,5,2502.82,Clients à risque
12979.0,728,1,517.7,Clients à risque
12980.0,157,21,16245.78,Top Clients
12981.0,29,2,372.21999999999997,Standard
12982.0,242,8,2744.81,Top Clients
12983.0,597,1,490.08,Clients à risque
12984.0,18,1,97.5,Standard
12985.0,0,2,1239.38,Standard
12986.0,428,10,2729.84,Clients à risque
12987.0,73,5,1312.21,Standard
12988.0,291,1,505.82,Standard
12989.0,2,33,13551.75,Top Clients
12990.0,30,7,955.5,Standard
12991.0,22,3,764.82,Standard
12992.0,724,1,93.35,Clients à risque
12993.0,22,8,1259.63,Standard
12994.0,3,3,974.42,Standard
12995.0,84,1,211.32,Standard
12996.0,375,1,355.5,Standard
12997.0,21,8,2110.91,Standard
12998.0,492,3,920.08,Clients à risque
12999.0,195,3,455.88,Standard
13000.0,106,4,1032.5,Standard
13001.0,3,33,24042.65,Top Clients
13002.0,317,3,414.13,Standard
13003.0,105,3,149.05,Standard
13004.0,11,36,11650.85,Top Clients
13005.0,173,4,999.68,Standard
13006.0,55,1,81.57,Standard
13007.0,579,1,175.25,Clients à risque
13008.0,322,3,612.13,Standard
13009.0,672,1,234.0,Clients à risque
13010.0,373,2,330.12,Standard
13011.0,371,1,50.550000000000004,Standard
13012.0,8,11,2957.83,Top Clients
13013.0,0,29,11097.43,Top Clients
13014.0,10,11,5381.08,Top Clients
13015.0,52,11,6579.78,Top Clients
13016.0,72,3,789.89,Standard
13017.0,6,1,204.0,Standard
13018.0,15,35,9763.16,Top Clients
13019.0,378,6,1229.95,Standard
13020.0,562,2,618.96,Clients à risque
13021.0,3,17,4887.24,Top Clients
13022.0,429,1,65.3,Clients à risque
13023.0,63,3,1449.03,Standard
13024.0,470,2,555.87,Clients à risque
13025.0,731,1,323.39,Clients à risque
13026.0,0,9,1733.08,Standard
13027.0,113,19,17239.2,Top Clients
13028.0,22,2,661.3199999999999,Standard
13029.0,30,5,1927.3,Standard
13030.0,10,2,752.44,Standard
13031.0,406,5,3292.84,Clients à risque
13032.0,51,9,2815.96,Top Clients
13033.0,356,2,220.55,Standard
13034.0,54,3,756.82,Standard
13035.0,73,3,1364.2,Standard
13036.0,684,1,307.1,Clients à risque
13037.0,137,12,3914.9500000000003,Top Clients
13038.0,79,3,908.46,Standard
13039.0,583,4,1010.73,Clients à risque
13040.0,8,2,676.99,Standard
13041.0,450,4,799.13,Clients à risque
13042.0,597,3,1488.59,Clients à risque
13043.0,272,1,516.42,Standard
13044.0,290,11,4848.05,Top Clients
13045.0,98,3,808.9200000000001,Standard
13046.0,30,3,949.25,Standard
13047.0,31,24,8428.53,Top Clients
13048.0,13,9,4049.13,Top Clients
13049.0,63,4,1408.24,Standard
13050.0,14,35,11986.52,Top Clients
13051.0,578,2,155.8,Clients à risque
13052.0,211,7,3119.33,Standard
13053.0,621,1,127.65,Clients à risque
13055.0,77,4,2321.11,Standard
13056.0,550,1,209.48,Clients à risque
13057.0,529,3,709.59,Clients à risque
13058.0,24,3,271.40000000000003,Standard
13059.0,249,10,2291.77,Top Clients
13060.0,253,1,307.53000000000003,Standard
13061.0,71,1,248.61,Standard
13062.0,190,1,346.98,Standard
13063.0,480,1,188.4,Clients à risque
13064.0,12,6,1666.84,Standard
13065.0,372,5,1055.05,Standard
13066.0,23,2,470.8,Standard
13067.0,81,3,508.51,Standard
13068.0,9,2,344.0,Standard
13069.0,0,38,9284.45,Top Clients
13070.0,191,4,751.7,Standard
13071.0,611,1,129.22,Clients à risque
13072.0,266,1,177.15,Standard
13073.0,410,2,418.08,Clients à risque
13074.0,510,4,1378.74,Clients à risque
13075.0,129,1,919.61,Standard
13076.0,457,1,135.4,Clients à risque
13077.0,0,11,2740.65,Top Clients
13078.0,2,57,29018.06,Top Clients
13079.0,3,6,419.18,Standard
13080.0,178,4,280.73,Standard
13081.0,11,28,56838.37,Top Clients
13082.0,125,21,7335.75,Top Clients
13083.0,3,3,395.43,Standard
13084.0,491,1,122.39999999999999,Clients à risque
